solutionA_inletFlowRate,water_inletFlowRate,solutionB_inletFlowRate,componentA_inletConcentration,componentB_inletConcentration,solutionA_inletTemperature,water_inletTemperature,solutionB_inletTemperature,componentA_outletConcentration,componentB_outletConcentration,componentC_outletConcentration,outletTemperature
2.4880258760888974,7.022644744829729,0.4933846311978522,7.415100121465115,12.313350008374574,29.23240975600686,10.161988991414262,29.204567689758107,1.7477843988306456,0.4145477994238623,0.1927277003197714,96.08992748777513
2.564250414714512,7.210281106567611,0.5211936471338573,7.001721341446588,12.246919964363597,30.321235486831938,9.813531626806366,29.93708069276869,1.649414172313732,0.43110253205129756,0.188865151426131,95.1933035857191
2.578251582102292,7.356545843979745,0.5303017419413681,7.039666007329359,11.964473790274026,29.64726228930391,9.939467299352089,30.87703721314108,1.648038698257678,0.43367941362066226,0.17260067895399941,88.92293484769522
2.438043041256628,6.534328520366349,0.49297383213409357,7.097230486217551,12.032390184059278,29.07416730483959,10.126576486646059,30.156679300955147,1.7164317005176817,0.40338564754750356,0.22328493361064558,108.9553726078455
2.2220034532988424,6.377054906186663,0.4968840828498043,7.185609961774694,11.72425284721345,31.573435582260345,10.024569924585592,28.87861232513262,1.6370082020646113,0.40380192765611017,0.23665887780949424,114.17917420173251
2.627029359581653,7.229794857874034,0.45969280271582164,6.948672916109189,13.796827553643475,28.2236364734988,10.062343598707002,31.435681987675366,1.6780808253380668,0.43207078398218723,0.1827008791983571,91.25869148212473
2.5085632253457577,6.544011001567879,0.5095322582519173,7.248452467168556,13.11010221455955,28.741964123765342,8.913821971029279,31.568262853503995,1.7495223694874624,0.3944586670285028,0.304134263060827,139.06346899687236
2.7273346140122032,6.654587775184356,0.551713428682689,7.229109114580706,12.033560432818987,28.866570059695732,9.693678574233047,29.588183393491477,1.8458522497768728,0.39046387135802113,0.2778792214802964,131.17348760949943
2.4568714150079103,7.016940927818559,0.5268997504018799,7.415301752087235,12.427670991702088,29.503170755804604,10.27767635036139,31.323204469511268,1.7026452689600289,0.4166284512116457,0.23813859763064296,114.11328217601886
2.6985898110800113,7.524592838780284,0.4874646433558558,7.183131562122783,12.33393502913122,29.62257385839763,10.912755985300805,29.635458947503025,1.739706169513456,0.42111967440142073,0.14022429254610633,76.30585774743349
2.3968888874921297,7.10749137605161,0.5078966076935253,6.926798311202653,13.334349539437023,30.019779871333014,9.128975698220245,27.948686801201745,1.5418742155880318,0.44368351496330066,0.2327331466988812,110.12681363789062
2.4895494910272458,6.968102202271082,0.49879536687917475,7.182178967898997,12.796843648345982,29.133180323903616,9.555265029516647,27.50176203652319,1.6863292432405788,0.4220302665985568,0.21906251317446995,105.65124455313952
2.4624119727373994,6.967957027016953,0.48751184430980177,7.0055553921195655,13.059495765941486,29.49958425661481,10.279338644352379,29.35338481649029,1.6320315926248394,0.42732129227878207,0.2146161303129225,104.33734772884043
2.491892510474227,7.050140144634605,0.49494044743402527,6.58496672284897,12.515795080071946,27.7389108240003,9.733562599022662,32.021382804489804,1.5469137784326294,0.441286294887551,0.17588913774898182,89.33400156549072
2.4419517209315647,7.281722799631131,0.4820743396031473,6.842085159904879,13.045983393412968,30.19601363542938,9.401468541262545,30.648401529400303,1.552160642238495,0.44631452722604986,0.16991990250799544,86.16483002063649
2.4103174085153496,6.593084342749256,0.48246945116470663,7.120865329330219,12.31367442649381,27.468884080280645,10.019986540975708,30.32024094279751,1.7005680792871767,0.4086730536235871,0.21762384790401143,105.72356053997237
2.4786093089858494,7.291724329534209,0.49673738426356695,6.5909572844222595,12.376109780108633,28.177496860569363,9.969440879730485,29.76450831327122,1.5158255796047988,0.44813540265133006,0.15064066365693082,79.22425900207605
2.5320402798446935,7.347966734269042,0.4974848104868494,7.632583939286532,12.021907324178764,29.74277696466038,10.413557766385793,32.54205184075454,1.7816006805161129,0.41491618649427353,0.16139997813828494,84.26255112410365
2.502734370489193,7.173328066418039,0.49336090128232607,7.621133566236411,11.19887278166897,30.63865328385316,9.84842624949232,30.052506522258227,1.8053314872925361,0.40278591186119467,0.14051785130911038,76.45716013632523
2.5239634886720257,6.568324299514196,0.5213348633081186,7.274761594334452,12.253107600208876,29.60312016892169,9.966467213891065,29.06373531257219,1.774955679166771,0.3945458702552732,0.2699249964956302,127.27669965840124
2.6497311120420846,7.203001683382839,0.5374145518920346,6.242082031848582,13.095458876123974,30.985330224846734,10.265154478901422,31.415572833711508,1.4801156118887269,0.4538194383461145,0.2235232333677828,109.50665366279105
2.4308747752890882,6.847341182278155,0.5261406461330341,7.595334247646851,12.789900953541162,28.544276975733283,9.640954755590997,30.396395267869934,1.7422673021167985,0.40454401087659647,0.281812781687838,130.07642857375095
2.492615109805867,6.780292228396102,0.4960907627000373,7.762498067480223,12.324140761222745,31.815298246157226,10.322355440299646,30.552569020085627,1.8637027685454641,0.3919613882366167,0.23388502167240918,113.30158043287389
2.245802734414543,6.842624594392141,0.4567203076438741,6.8928481937205275,12.436262550108763,29.658515430283614,10.80073718948438,28.485134813064576,1.5397170466910095,0.43096159743446155,0.16409401345368815,84.47341963573638
2.5857871024084726,6.834622986710785,0.46430004753972665,6.753032117866071,12.437132714828026,30.660760696477723,10.01138012502139,31.06653370431195,1.6821540631274927,0.4153854981447821,0.1688057660306134,87.9387491674712
2.3690688266642943,7.04423234311179,0.48912236381139435,6.860934834273731,13.016565264907044,30.7131160505935,10.228108805092518,26.911292623473628,1.5404299522422793,0.44096468938271344,0.20197823761706704,99.09205016688134
